text,label,language,source
Penghasilan harian terjamin! Member rata-rata menghasilkan Rp 1.5 juta hari ini di platform forex kami. Join grup VIP free signal. Deposit min Rp 500rb. Profit ke BCA langsung.,ponzi_related,indonesian,llm_synthetic
Bro coba lihat ini — saya mulai dengan Rp 800rb di platform AI trading 3 minggu lalu. Sekarang saldo Rp 4.5 juta. Tarik Rp 1.5 juta kemarin. Real bro. DM saya.,ponzi_related,indonesian,llm_synthetic
"Skema baru yang membayar! Bayar Rp 300rb, dapat posisi matrix, rekrut 4 orang di downline, tarik Rp 3 juta saat matrix selesai. Rata-rata 14 hari. Tested!",ponzi_related,indonesian,llm_synthetic
"Premium investment club exclusive offer! Bayar Rp 1.5 juta join-up, terima Rp 750rb weekly selama 8 minggu. Total Rp 6 juta. OJK-aware platform.",ponzi_related,indonesian,llm_synthetic
"Hot crypto opportunity! AI bot kami menumbuhkan USDT 7% daily compound. Deposit min $200, withdraw kapan saja setelah 7 hari. Referral 15% komisi.",ponzi_related,indonesian,llm_synthetic
Terakhir kali daftar Racksterli Indonesia Premium! Hanya 50 slot tersisa untuk paket Rp 500rb yang bayar Rp 4 juta bulanan. Tutup Minggu malam!,ponzi_related,indonesian,llm_synthetic
Pengingat terakhir bro! MMM Indonesia launch besok! Initial deposit dapat 50% bonus mavros. ROI 30% per bulan dijamin. 100rb member sudah daftar.,ponzi_related,indonesian,llm_synthetic
Investor cerdas Indonesia! Paket starter Rp 1 juta returns Rp 5 juta dalam 30 hari. Penarikan diproses dalam 2 jam via bank transfer.,ponzi_related,indonesian,llm_synthetic
Trading signals VIP group offer! Rp 200rb monthly fee untuk signal yang menghasilkan Rp 100rb+ daily. 92% akurasi. 1500+ member trust. Slots filling.,ponzi_related,indonesian,llm_synthetic
⚡ Bukti penarikan terlampir! Baru tarik Rp 5 juta dari CBEX. Modal Rp 1.5 juta 12 hari lalu. Tested dan reliable. Komen YA untuk grup resmi.,ponzi_related,indonesian,llm_synthetic
"Platform baru: Indo Forex Pro! Min Rp 500rb deposit, 15% guaranteed weekly returns. OJK compliant, fully insured. 100 pendaftar pertama dapat free trading course.",ponzi_related,indonesian,llm_synthetic
Hasilkan uang sambil tidur 💤💰 Bot trading otomatis kami menghasilkan Rp 200rb+ daily tanpa lifting a finger. Modal Rp 800rb. Withdraw ke bank manapun.,ponzi_related,indonesian,llm_synthetic
"Premium VIP forex group: bayar Rp 700rb entry, terima daily ROI Rp 150rb+ selama 60 hari. Risk-free, 100% guaranteed. Slot terbatas tersisa.",ponzi_related,indonesian,llm_synthetic
"Recruitment alert! Join komunitas exclusive cash-flow kami. Bayar Rp 300rb, rekrut 5 teman, tarik Rp 1.5 juta. Repeat sebanyak yang Anda mau. Easy money!",ponzi_related,indonesian,llm_synthetic
"Brand new MLM crypto opportunity! Deposit $100 USDT, refer 3 orang, withdraw $500 dalam 7 hari. Binary matrix system, fully automated. Don't miss 🚀",ponzi_related,indonesian,llm_synthetic
"AI Trading Bot Indonesia! Baru launch! Deposit Rp 1.5 juta, hasilkan Rp 250rb daily selama 30 hari. Tidak perlu skill trading. Bot lakukan semuanya. Join Telegram below.",ponzi_related,indonesian,llm_synthetic
Saya hasilkan Rp 40 juta bulan lalu dari platform ini 🎉 Modal Rp 7 juta. Tarik mingguan. Sekarang pakai profit untuk recruit lagi. Komen untuk detail.,ponzi_related,indonesian,llm_synthetic
"Final batch entry untuk Indo Forex Capital! Min Rp 3 juta, 20% monthly dijamin, kontrak 6 bulan. Sudah bayar Rp 150 miliar ke investor. Slot terbatas — daftar hari ini.",ponzi_related,indonesian,llm_synthetic
"Hot deal! Bayar Rp 150rb entry, dapat matrix position, selesaikan 2x2 matrix, tarik Rp 1.2 juta. Rata-rata cycle 10 hari. Tested 1000+ kali. Admin terpercaya.",ponzi_related,indonesian,llm_synthetic
Ingin kebebasan finansial? Bergabung program multiplikasi kekayaan kami! Rp 3 juta jadi Rp 15 juta dalam 60 hari. Verified payouts ke BCA dan Mandiri.,ponzi_related,indonesian,llm_synthetic
CBEX FastTrack Package tersedia! $1000 deposit returns $2000 dalam 14 hari. AI-managed risk-free trades. Verified withdrawals ke DANA dan GoPay. Jangan lewatkan!,ponzi_related,indonesian,llm_synthetic
Profit massive dijamin! Crypto arbitrage bot kami menghasilkan 3% daily compound. Min deposit $50. Trusted by 8000+ users global. Sign up dengan referral DEMI for bonus.,ponzi_related,indonesian,llm_synthetic
Welcome bonus hari ini saja! Daftar platform forex kami dengan deposit Rp 700rb dan dapat FREE Rp 350rb trading credit. ROI 25% weekly. Penawaran 24 jam.,ponzi_related,indonesian,llm_synthetic
"Kesempatan exclusive! Donasi Rp 1.5 juta ke upline, rekrut 4 orang, terima Rp 12 juta dalam 30 hari. Kepastian matematis. 50rb orang Indonesia sudah daftar.",ponzi_related,indonesian,llm_synthetic
"Hot off the press: Loom Diamond 2.0 launched! Rp 800rb entry, Rp 6 juta payout saat loom selesai. Verified payouts. Sudah 12rb cycles minggu ini saja.",ponzi_related,indonesian,llm_synthetic
Saya baru terima Rp 10 juta alert dari forex broker saya 🎉 Mulai 2 bulan lalu dengan Rp 2.5 juta. Compounding profits. System works. Slot WhatsApp group tersedia.,ponzi_related,indonesian,llm_synthetic
URGENT WhatsApp group invite! Premium forex signals making members Rp 450rb daily. Rp 600rb monthly subscription. 96% win rate. DM admin untuk invite link.,ponzi_related,indonesian,llm_synthetic
"Wealth-building system untuk serious investors! Bayar Rp 6 juta, hasilkan Rp 750rb weekly selama 16 minggu. That's Rp 12 juta profit. Tarik tiap Jumat.",ponzi_related,indonesian,llm_synthetic
"AI mining bot baru support Rupiah deposits! Min Rp 1 juta, return 6% daily selama 25 hari. Tarik anytime via OVO. Affiliate commission 20% on referrals. Join now!",ponzi_related,indonesian,llm_synthetic
Bayar Rp 500rb entry fee untuk wealth course exclusive AND VIP signals group. Member earning Rp 6 juta+ monthly. Money-back guarantee. 30 slot terakhir.,ponzi_related,indonesian,llm_synthetic
CBEX membuat jutawan! Real testimonials di grup kami. Rp 15 juta deposit returned Rp 75 juta dalam 8 minggu. Don't miss generational wealth opportunity!,ponzi_related,indonesian,llm_synthetic
Withdrawal Friday! Baru terima Rp 5.5 juta dari platform investment kami. Ini withdrawal mingguan ke-3. ROI consistent. Use my link untuk bonus Rp 150rb.,ponzi_related,indonesian,llm_synthetic
"NEW SCHEME ALERT 🚨 Bayar Rp 400rb, rekrut 6 orang, tarik Rp 2.1 juta. Pyramid binary structure. Avg completion 18 hari. Sudah 25rb cycles selesai!",ponzi_related,indonesian,llm_synthetic
Imagine Global Indonesia paying massive! Diamond package Rp 15 juta hasilkan Rp 3.75 juta weekly. Penarikan dalam 6 jam. OJK registered. Join NOW.,ponzi_related,indonesian,llm_synthetic
Stop being broke! Sistem forex otomatis kami menghasilkan Rp 250rb+ daily tanpa Anda lifting a finger. Modal Rp 1.2 juta. Direkomendasi YouTubers Indonesia top.,ponzi_related,indonesian,llm_synthetic
"Premium MLM crypto launching weekend ini! Early bird paket Rp 800rb, returns Rp 12 juta dalam 30 hari. Refer 10 orang dapat extra Rp 3 juta bonus. Slot filling.",ponzi_related,indonesian,llm_synthetic
"CBEX Elite Members Club! $2000 deposit, $200 daily for 30 days. AI-powered, risk-free. Hanya 100 elite slots tersedia globally. Daftar via official admin.",ponzi_related,indonesian,llm_synthetic
⏰ FINAL CALL ⏰ Indo Wealth Multipliers tutup pendaftaran tengah malam! Rp 900rb jadi Rp 4.5 juta dalam 21 hari. Dijamin. Tested. Trusted. Jangan tidur!,ponzi_related,indonesian,llm_synthetic
"Bro! Saya hasilkan Rp 6.5 juta dari platform ini minggu lalu. Mulai Rp 1.8 juta 3 minggu lalu. Bot REAL deal. Komen ""INFO"" untuk WhatsApp group link.",ponzi_related,indonesian,llm_synthetic
"NEW MMM JAKARTA! Provide Help Rp 600rb, Get Help Rp 1.2 juta dalam 7 hari. Verified by community. 50% bonus mavros untuk 200 peserta pertama.",ponzi_related,indonesian,llm_synthetic
AI trading bot members menghasilkan Rp 350rb+ daily on autopilot. Min Rp 2.5 juta deposit. Withdraw ke any bank. Trusted by 6000+ Indonesians.,ponzi_related,indonesian,llm_synthetic
"Indonesian cerdas making smart money! Forex group kami offers guaranteed 30% monthly ROI. Min Rp 1.5 juta, paid weekly. Verified track record. Slot terbatas.",ponzi_related,indonesian,llm_synthetic
Bayar Rp 600rb starter package di exclusive crypto platform. Earn Rp 100rb daily compound interest selama 25 hari. Total return Rp 2.8 juta. Withdraw anytime.,ponzi_related,indonesian,llm_synthetic
"Final batch untuk CBEX 2.0! Deposits closing Friday. Rp 3 juta jadi Rp 9 juta dalam 21 hari. AI-managed, fully insured. Slots filling — daftar via admin official.",ponzi_related,indonesian,llm_synthetic
Withdrawal proof: Rp 13.5 juta alert just dropped 🎉🎉 Started platform ini 6 minggu lalu dengan Rp 3 juta. Steady weekly profits. System bulletproof. DM detail.,ponzi_related,indonesian,llm_synthetic
"New Loom variant launched! Bayar Rp 240rb, rekrut 8 orang, terima Rp 1.9 juta payout saat loom selesai. Avg cycle 12 hari. 30rb cycles selesai bulan ini.",ponzi_related,indonesian,llm_synthetic
"Exclusive offer untuk Indonesian cerdas! Rp 1.2 juta forex starter pack, returns Rp 6 juta dalam 30 hari. Tested 2000+ kali. Verified withdrawals.",ponzi_related,indonesian,llm_synthetic
"CBEX Diamond Members Only! $5000 deposit, $500 daily for 30 days. That's $15k dari $5k. AI smart contracts protect funds. Limited to 50 elite investors.",ponzi_related,indonesian,llm_synthetic
"Mau Rp 3 juta extra bulanan? Join forex signals VIP group. Rp 450rb subscription, signals make members Rp 120rb+ daily. 94% win rate. Slots closing Minggu.",ponzi_related,indonesian,llm_synthetic
Massive payout day untuk Racksterli Indonesia Premium members! Rp 7.5 juta payouts diproses across Indonesian banks. Subscribe Rp 750rb start earning Rp 1.8 juta+ monthly.,ponzi_related,indonesian,llm_synthetic
"Stop hustling for nothing! Bot AI kami buat Anda Rp 300rb daily on autopilot. Modal Rp 1.8 juta, kontrak 30 hari. Risk-free, fully automated. 4000+ members earning.",ponzi_related,indonesian,llm_synthetic
New investment platform paying massive! Rp 3 juta jadi Rp 12 juta dalam 45 hari. Bank-grade security. OJK compliant. Same day withdrawals. Limited 200 slots.,ponzi_related,indonesian,llm_synthetic
"Bayar Rp 150rb entry fee on exclusive matrix platform! Complete 3x3 matrix, withdraw Rp 3.75 juta. Avg completion 30 hari. Sudah 10rb matrices completed.",ponzi_related,indonesian,llm_synthetic
"URGENT! MBA Forex Indonesia final phase buka Senin. Last chance to invest before close permanent. Min Rp 3 juta, 20% monthly returns. Limited.",ponzi_related,indonesian,llm_synthetic
Imagine Global Solutions VIP! Premium package Rp 9 juta earns Rp 2.25 juta weekly. Penarikan tiap Jumat ke bank Anda. Sudah Rp 240 miliar paid this year.,ponzi_related,indonesian,llm_synthetic
"Crypto wealth opportunity! Deposit 100 USDT, trading bot kami grows ke 500 USDT dalam 30 hari. Dijamin. Withdraw anytime. Refer teman, earn 20% commission.",ponzi_related,indonesian,llm_synthetic
Massive opportunity untuk Indonesian abroad! Diaspora investment scheme returns 200% dalam 90 hari. Min $500. Verified payouts ke Western Union dan bank.,ponzi_related,indonesian,llm_synthetic
"CBEX FastCash Premium! $300 deposit, $30 daily for 20 days. Total return $600. AI-managed, risk-free trading. Slots filling — secure hari ini.",ponzi_related,indonesian,llm_synthetic
Saya baru tarik Rp 18 juta dari platform forex ini 🎉 Mulai Rp 4.5 juta 8 minggu lalu. Steady compound growth. Bukan scam — verified by Indonesian regulators.,ponzi_related,indonesian,llm_synthetic
"AI mining program baru launched! Rp 1.5 juta starter package, 6% daily selama 25 hari. Withdraw anytime. Refer 5 teman get free upgrade Premium.",ponzi_related,indonesian,llm_synthetic
EXCLUSIVE drop! Wealth multiplication program kami turn Rp 750rb jadi Rp 4.5 juta dalam 21 hari. Tested 5000+ kali. Verified bank withdrawals. 100 slots daily.,ponzi_related,indonesian,llm_synthetic
URGENT slot alert! Premium MMM Indonesia Federal phase buka besok. Rp 1.5 juta provide help returns Rp 3 juta dalam 14 hari. Verified by admins.,ponzi_related,indonesian,llm_synthetic
"Trading masters group offer! Rp 600rb entry, signals make Rp 150rb+ daily. 95% accuracy. Sudah 7000+ members. Withdraw profits ke DANA/OVO/GoPay anytime.",ponzi_related,indonesian,llm_synthetic
"CBEX adalah REAL deal! Teman saya deposit Rp 6 juta bulan lalu, baru tarik Rp 18 juta kemarin. AI bot konsisten. Komen untuk admin kontak resmi.",ponzi_related,indonesian,llm_synthetic
"Wealth-creation opportunity! Bayar Rp 1 juta entry, rekrut 4 teman, tarik Rp 5.5 juta dalam 18 hari. Pyramid system. Sudah 15rb cycles selesai nationally.",ponzi_related,indonesian,llm_synthetic
"Brand new crypto arbitrage platform! Deposit $200, earn $20 daily for 30 hari. AI-managed, risk-free. Refer teman earn 15% commission. Slots filling fast.",ponzi_related,indonesian,llm_synthetic
Hot weekend offer! Platform forex memberikan 50% bonus on deposits over Rp 3 juta. Earn 25% monthly guaranteed. Slots closing Minggu — daftar sekarang.,ponzi_related,indonesian,llm_synthetic
"Indo Diamond Club opening! Rp 300rb entry, rekrut 2 orang, tarik Rp 2.4 juta dalam 24 jam. Sudah 100rb cycles selesai. Verified payouts. Trustworthy admin team.",ponzi_related,indonesian,llm_synthetic
AI Trading Pro Indonesia! Members make Rp 450rb daily on automated platform. Min Rp 2.5 juta deposit. Withdraw anytime. Sudah paid Rp 600 miliar this year.,ponzi_related,indonesian,llm_synthetic
"FINAL CHANCE! Loom Money Indonesia Premium closing pendaftaran tengah malam. Rp 450rb entry, Rp 3.5 juta payout saat loom selesai. Avg 8 hari. Tested 50k+ kali.",ponzi_related,indonesian,llm_synthetic
Get rich dengan exclusive investment club kami! Rp 6 juta membership earns Rp 1.5 juta weekly selama 12 minggu. Total profit Rp 12 juta. Verified withdrawals.,ponzi_related,indonesian,llm_synthetic
Mau passive income? AI forex bot kami earn Rp 200rb daily untuk Anda. Modal Rp 1.3 juta. Withdraw anytime. Trusted by 10rb+ Indonesians. Daftar sekarang.,ponzi_related,indonesian,llm_synthetic
Indo Wealth Diamond! Rp 15 juta earns Rp 3.75 juta weekly selama 16 minggu. Total Rp 60 juta dari Rp 15 juta. Penarikan Jumat. OJK compliant.,ponzi_related,indonesian,llm_synthetic
Hot crypto opportunity dropping today! AI bot kami trade USDT 8% daily compound. Min $100. Verified withdrawals. 15rb members already earning. Don't sleep!,ponzi_related,indonesian,llm_synthetic
"NEW MMM PHASE LAUNCHING! Provide Help Rp 3 juta, Get Help Rp 6 juta dalam 21 hari. Verified by community. 30% bonus first 100 participants. Join WhatsApp.",ponzi_related,indonesian,llm_synthetic
"CBEX Final Phase Indonesia! Last chance to invest before permanent closure. $500 deposit returns $1,500 dalam 30 hari. AI-managed. Don't miss final wealth wave!",ponzi_related,indonesian,llm_synthetic
Smart investors only! Exclusive forex group kami earning members Rp 600rb+ daily. Rp 750rb monthly subscription. 96% win rate. Trusted 8000+ Indonesians.,ponzi_related,indonesian,llm_synthetic
"Stop watching others get rich! Crypto mining bot kami earn Rp 350rb daily on autopilot. Modal Rp 2 juta, kontrak 30 hari. Withdraw via DANA/OVO/GoPay.",ponzi_related,indonesian,llm_synthetic
"Premium wealth opportunity! Bayar Rp 1.5 juta entry, earn Rp 450rb weekly selama 10 minggu. That's Rp 4.5 juta profit dari Rp 1.5 juta. OJK-aware platform.",ponzi_related,indonesian,llm_synthetic
New AI investment platform paying daily! Rp 2.5 juta starter package returns Rp 7.5 juta dalam 30 hari. Withdraw ke Indonesian bank apapun. 12rb members earning.,ponzi_related,indonesian,llm_synthetic
URGENT FINAL CALL! Indo Wealth Federation closing pendaftaran tonight midnight. Rp 1.2 juta jadi Rp 6 juta dalam 25 hari. Dijamin. Tested. Trustworthy.,ponzi_related,indonesian,llm_synthetic
Bro platform yang real! Selama 6 bulan saudara saya hasilkan Rp 95 juta. Modal awal Rp 1.5 juta. Join Telegram group untuk bukti pembayaran asli.,ponzi_related,indonesian,llm_synthetic
"Mass payout hari ini! 50 members withdraw Rp 5 juta+ dari platform kami. Anda juga bisa. Min Rp 750rb deposit, daily Rp 90rb income. BCA/Mandiri direct.",ponzi_related,indonesian,llm_synthetic
Mbak juga awalnya takut. Tapi setelah invest Rp 600rb dalam 30 hari saya tarik Rp 2.4 juta. Uang bener-bener double. Trust dan invest aja.,ponzi_related,indonesian,llm_synthetic
Tax-free investment alert! Platform crypto offshore kami berikan 100% returns tanpa pajak apapun. Min $200 deposit. Indonesian banks withdrawal. Slots terbatas.,ponzi_related,indonesian,llm_synthetic
"Bro belum coba? CBEX Indonesia branch sudah buka! Rp 900rb deposit, daily Rp 60rb. AI trading bot double-kan uang Anda dalam 30 hari. Slots filling!",ponzi_related,indonesian,llm_synthetic
"Pyramid scheme tapi legal! Top admin, bawah Anda. Bayar Rp 300rb, rekrut 4 orang, tarik Rp 1.5 juta. Matematika simple. Coba saja, gimana.",ponzi_related,indonesian,llm_synthetic
"Crypto staking magic! Deposit 1000 USDT, daily 8% earn otomatis. Compounding interest forever. Withdraw kapan saja. 20% referral commission untuk Anda.",ponzi_related,indonesian,llm_synthetic
Bro lihat ini! Saya mulai 6 bulan lalu dengan Rp 1.5 juta. Sekarang portfolio Rp 18 juta. Bot daily 5-7% return. Pasti skema ini real bro.,ponzi_related,indonesian,llm_synthetic
"App investment emas baru! Rp 600rb laga, daily Rp 60rb hasilkan. Real gold backed. Government registered. 30-day contract guaranteed. Slots filling fast.",ponzi_related,indonesian,llm_synthetic
"Indo Royal Forex VIP! Diamond tier Rp 15 juta deposit, Rp 3.75 juta weekly selama 16 minggu. Total Rp 60 juta dari Rp 15 juta. OJK compliant.",ponzi_related,indonesian,llm_synthetic
FREE 100% bonus hari ini saja! Daftar Rp 600rb deposit dapat free Rp 600rb bonus. Trading capital jadi Rp 1.2 juta. 30-day contract. Don't miss!,ponzi_related,indonesian,llm_synthetic
Last 24 jam bro! Indo Wealth Pro 50% bonus offer berakhir. Rp 1.5 juta deposit dengan Rp 750rb FREE bonus. Total Rp 2.25 juta trading capital. Hurry!,ponzi_related,indonesian,llm_synthetic
