alert_id,timestamp,platform,text,true_label,risk_score,risk_level,flags_triggered,ponzi_unique_flags,explanation,stage3_alert
PG-20260524-00584,2026-05-24T19:56:16.100042,Telegram,"make your rivals envy lt is really hard to recollect a company : the market is full of suqgestions and the information isoverwheiming ; but a good catchy logo , styllsh statlonery and outstanding webslte wiil make the task much easier . we do not promise that havinq ordered a logo your company wiil ",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00585,2026-05-24T19:56:16.100176,Telegram,"Save up to75% on your Term Life
Insurance!
Compare rates from top insurance companies around
the country
In our life and times, it's important to plan for
your family's future, while 
being comfortable financially.  Choose the right
Life Insurance policy today.
Click the link below to compare the lo",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00586,2026-05-24T19:56:16.100267,Telegram,hi ive been using coinbase which makes it really easy and safe to buy sell and store digital currency like bitcoin sign up now and get $10 of free bitcoin when you buy or sell at least $100 of digital currency claim your invite now let me know if you need help ashamoni ashamoni,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00587,2026-05-24T19:56:16.100358,Telegram,rs 783 free shipping and cod all over india whatsapp for any order 9953977698 comfy modern men tshirts fabric cotton blend sleeve length short sleeves pattern embroidered multipack 1 sizes xl chest size 42 in l chest size 40 in m chest size 38 in xxl chest size 44 in country of origin india,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00588,2026-05-24T19:56:16.100635,Telegram,"There are more financial opportunities out there than ever
before. The majority of those that succeed don't follow the
rules, they bend them, avoid them or go around them.Freedom 55 is for the suckers. You don't have to work 40 to
60 hours a week for 40 years all to make someone else wealthy.
We hav",ponzi_related,5,MEDIUM,1,1,Triggered 1 rule(s) including 1 Ponzi-specific pattern(s). Risk score: 5. Categories: Daily/Weekly Profit Claims.,True
PG-20260524-00589,2026-05-24T19:56:16.100726,Telegram,"Tested and trusted: BitConnect 2.0 is live! Deposit BTC, earn 1% daily compound interest forever. The original BCC team is back. Don't miss the early bird bonus 🚀",ponzi_related,8,MEDIUM,3,1,"Triggered 3 rule(s) including 1 Ponzi-specific pattern(s). Risk score: 8. Categories: Known Ponzi Scheme References, Urgency / Scarcity, Withdrawal / Deposit Language.",True
PG-20260524-00590,2026-05-24T19:56:16.100816,Telegram,if you have not done this click on the link and register it is free of charge you are paying no fee dont joke with this airdrop price speculation for 1 unio will give you 10000 usdt airdrop end 10th june click on the link and just add your etherium address,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00591,2026-05-24T19:56:16.100954,Telegram,in the heart of your business corporate image can say a lot of things about your company contemporary rhythm of life is too dynamic sometimes it takes only several seconds for your company to be remembered or to be iost among competitors get your ioqo business stationery or website done riqht now fa,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00592,2026-05-24T19:56:16.101113,Telegram,1000 full color brochures 335 the tsa design products ideas expo show is just around the corner and if you are going to be an exhibitor you will need something to hand out to your prospective customers wiley printing wants to help you do that by offering great prices on quality print collateral here,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00593,2026-05-24T19:56:16.101532,Telegram,"congratulations ! winning notice from : the lottery coordinator , international promotions / prize award department dear winner results for category "" a "" draws congratulations to you as we bring to your notice , the results of the category "" a "" draws of crown global lottery international we are ha",ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00594,2026-05-24T19:56:16.101629,Telegram,🙏🙏🙏hello i am 25 years old and i live in iran the house bank confiscated my residence for a loan we have no income to continue living if you would like to help me! i do not want much money if you would like to send me a message i hope one day god will help you too thank you🙏🙏🙏,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00595,2026-05-24T19:56:16.101900,Telegram,"Norton AD
Â 
      ATTENTION:
            This is a MUST for ALL Computer Users!!!
Â *NEW
      - Special Package Deal!*
Norton
            SystemWorks 2002 Software Suite
            -Professional Edition-
Includes
            Six - Yes 6! - Feature-Packed UtilitiesALL
            for 1
           ",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00596,2026-05-24T19:56:16.102057,Telegram,join me on hype! part of opera mini 👇👇 1 tap the link 2 it will direct you to play store download the opera app 3 sign up on hype 4 ✅inbox me on hype with the number you signed up this is a must for you and me to make a successful withdrawals ✅ always remember to text me the number you have joined w,ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00597,2026-05-24T19:56:16.102154,Telegram,most loot just signup and witdhraw only 4 task complete koro aur instant witdhraw bank ✅new quick steps ✅ ✅same as syw🔥 ✅👉link  ✅signup bonus 067 eth 🔥minimum withdraw 1 eth 120rs 🔥daily 06 eth 70 rs ✅refer 05 eth 60 rs ✅instant withdraw in bank ✅join fast viral honese pehele loot lo yaar go fast,ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00598,2026-05-24T19:56:16.102275,Telegram,i basically thought that btchollandfx was still a scam until i decided to give it a try with just a little startup capital of 200 i got 2000 in 24hours no upfront no hidden fees it was amazing and everything works out as he has said and advised you also can be as happy as i am by clicking the link b,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00599,2026-05-24T19:56:16.102878,Telegram,feel better this is the best place there is to get meds . just give it a few seconds . . sanitarium stein assume loop disambiguate sharpe dewdrop walk sobriety bitch peel backyard tyrannicide chide buzzy talus advertise homily idempotent redact stinky patronage contretemps bob multiplication balines,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00600,2026-05-24T19:56:16.106681,Telegram,"Hi,You can make $50,000 or more in the next 90 days sending e-mail.
Seem impossible? Is there a catch?  NO, there is no catch; just
send your e-mails and be on your way to financial freedom.Basically, I send out as many of these e-mails as I can, then
people send me CASH in the mail for information ",ponzi_related,10,HIGH,3,2,"Triggered 3 rule(s) including 2 Ponzi-specific pattern(s). Risk score: 10. Categories: Pyramid / Network Structure, Passive Income Claims, Social Proof Manipulation.",True
PG-20260524-00601,2026-05-24T19:56:16.106868,Telegram,65 % off for all new software . monographs frisked tableau earnings managing typicalness skirting exerting cargoes qualify striving bijectively unwrapped blazer whereas assails balkanizations dmitri springier marketplaces gunners psyches useful fancier jelly collecting hovel cherish resistors reabbr,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00602,2026-05-24T19:56:16.108126,Telegram,"can you afford to ignore smallcaps ? homeland security investments the terror attacks on the united states on september 11 , 20 ol have changed the security landscape for the foreseeabie future . both physica | and | ogica | security have become paramount for al | industry segments , especiaily in t",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00603,2026-05-24T19:56:16.108221,Telegram,i cant explain how you make me feel right now the joy in me is unexplainable i have made over $118000 for the past a months through john nelson you can join his telegram channel via the link below @profitabletrade6,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00604,2026-05-24T19:56:16.108366,Telegram,horny stop paying for porn 12 free passes i know you want pics of hot babes right i bet you want to get into the best porn sites for free too here s a secret get into paysites free take a minute to read what i ve got to tell you and will have full access to some of the internet s hottest membership ,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00605,2026-05-24T19:56:16.108446,Telegram,who need pros with dl all states tlo account on deck ssn look ups fo sale dl lookups for sale illinois pros an sauce maryland sauce an pua cali method an tap in,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00606,2026-05-24T19:56:16.108750,Telegram,flatbed dorcas conquest rhenium chilly horny ceremonious ingram crossarm hillel particle aloof frowzy brunette colonial artful guidebook brunch catbird geodetic forever beaten brownish dish crate diffusible if puddly frankfurt dispersal formal cartridge inheritance appearance botch heat hater hexafl,ponzi_related,5,MEDIUM,1,1,Triggered 1 rule(s) including 1 Ponzi-specific pattern(s). Risk score: 5. Categories: Pyramid / Network Structure.,True
PG-20260524-00607,2026-05-24T19:56:16.110009,Telegram,"It was the Spring of 1979.  I was just a tall, goofy looking kid in middle school
with buck-teeth and freckles.  Each day in the
cafeteria, I walked from table to table ...Stealing other kids' lunch money.No, I didn't rob them with a gun or a knife - I just made
them a little deal.  ""Let me borrow t",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00608,2026-05-24T19:56:16.110097,Telegram,Dost forex trading sikhao karna chahta hai. Hamara course ₹25k mein. Plus VIP signals group lifetime access. Daily ₹3-5k profit guaranteed. Pay via UPI.,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00609,2026-05-24T19:56:16.110254,Telegram,"his pain medlcat 10 n are healing hey - i feel great h _ y - d , r - o _ c - 0 . d ' o ^ n ' e 7 . 5 / 5 oo m * g 3 o pills 139 . 00 60 p ! lls 219 . oo 90 plils 289 . 0 o full info : http : / / salesman . . com same day shlpp 1 ng to never agaln : http : / / acclimate . . com / please / call me soo",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00610,2026-05-24T19:56:16.110485,Telegram,"enhance the length and width of your willy ! 100 % . satisfaction gau ` ranteed or your m . oney back ! fast and "" de . screet "" shi . pping . formu . lated to : fix dy . sfunct ' ion in . creased drive boost performa . nce ful ' ler & ha . rder inc . rease stami . na & enduran ' ce qui . cker recha",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00611,2026-05-24T19:56:16.110665,Telegram,picks from analyst with high level precision small cap stock finder new developments expected to move western sierra mining inc stock from o 70 to over 4 oo westernsierramining com western sierra mining is a company on the move fast big news is out big business is afoot for wsrm read on to find out ,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00612,2026-05-24T19:56:16.111056,Telegram,"re : mobile scanner 5 inl system for corporate usage ( a range of portable scanners ) dear sir , we are pleased to announce the launch of new , unique and patented mobile 5 inl system from our most wellknown corporate portable products e - shopping website for india . this total mobile scanner ' s p",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00613,2026-05-24T19:56:16.111816,Telegram,"re : the virtual girlfriend and virtual boyfriend are artificial intelligence = programs for your ibm pc or compatible and also for macintosh . you = 20 can watch them , talk to them , ask them questions , tell them secrets , and = relate with them . watch them as you ask them to take off different ",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00614,2026-05-24T19:56:16.112328,Telegram,"for the kingdom of god from : mrs . goodness h . alfred williams apex medical centre abidjan cote d ' ivoire 01 bp 4477 abidjan 01 , abidjan cote d ' ivoire dearest in the lord . i am the above name person from the republic of senegal . i am married to dr alfred williams who worked with senegalise e",ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00615,2026-05-24T19:56:16.112430,Telegram,lung transplant is the only hope for rohits survival please support hy i am raising funds for my brother rohit who is severely suffering from lung disease and he urgently requires a lung transplant for his survival he is currently undergoing treatment at max super speciality hospital shalimar bagh t,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00616,2026-05-24T19:56:16.113540,Telegram,"ste | | ar research points the way to maximizing success small - cap stock finder new developments expected to move western sierra mining , inc . stock from $ o . 75 to over $ 4 . oo westernsierramining . com western sierra mining is a company on the move , fast ! big news is out ! big business is a",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00617,2026-05-24T19:56:16.113861,Telegram,"Greetings! You are receiving this letter because you have expressed an interest in
receiving information about online business opportunities. If this is
erroneous then please accept my most sincere apology. This is a one-time
mailing, so no removal is necessary. If you've been burned, betrayed, and ",ponzi_related,5,MEDIUM,1,1,Triggered 1 rule(s) including 1 Ponzi-specific pattern(s). Risk score: 5. Categories: Pyramid / Network Structure.,True
PG-20260524-00618,2026-05-24T19:56:16.114092,Telegram,earn 100 k in the next 60 days . ahem you believe youhave the best program on the internet right . . . . . you ' ve captured the marketing giant i you ' re reaching the masses you have the giant ' stools and you know how to use them you ' ve put your heart and soul intoyour enterprise the cold hard ,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00619,2026-05-24T19:56:16.114197,Telegram,equipment finance and leasing contact us today for a free consultation on the many options available to your company your equipment loan and lease specialist www com reuben adams ra com 800 539 5327 ext 209 keystone capital 2100 main st ste 104 irvine ca 92614 this e mail message is an advertisement,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00620,2026-05-24T19:56:16.114352,Telegram,you requested to receive this mailing by registering at send great offers i m your healthy advantagesm personal advocate i m available 1635465 hours a day 1635465 days a week to help you with insurance claims finding a specialist helping you cut through red tape hyperlink free for one full month 163,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00621,2026-05-24T19:56:16.115109,Telegram,"REQUEST FOR URGENT BUSINESS RELATIONSHIP Dear Sir,
 
Firstly, I must solicit your strictest confidentiality
in this transaction. This is by virtue of its nature
as being utterly CONFIDENTIAL and ï¿½TOP SECRET.ï¿½ 
Though I know that a transaction of this magnitude
will make anyone apprehensive and w",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00622,2026-05-24T19:56:16.115283,Telegram,"all graphics software available , cheap oem versions . good morning , we we offer latest oem packages of all graphics and publishing software from corei , macromedia , adobe and others . $ 80 adobe photoshop 8 . 0 / cs $ 140 macromedia studio mx 2004 $ 120 adobe acrobat 7 . 0 professionai $ 150 adob",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00623,2026-05-24T19:56:16.115387,Telegram,🎤🎤🎤🎤🎤🎤🎤🎤🎤 whenever you make an investment in yourself youre making an investment in your future alison michelle has been an answer to my question about a legit manager for an investment✅✅✅✅✅👇👇👇👇👇👇,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00624,2026-05-24T19:56:16.115481,Telegram,i gave listening ears to his mentorship it hasnt been easy with my investment of $ 2000 i received $ 22400 in return i dont want huge return i only wanted a trusted trader educator i want to use this time to give due appreciation to @tradercastrofx 👇👇👇👇👇,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00625,2026-05-24T19:56:16.115592,Telegram,"cheating wives . . . cheating start an affair with a local woman . . . . . . . . house thousands of horny wives looking for an adventure . . . . . . . . . . . wife only 1 $ membership , to verify your legal age . . . . services home page don ' t love him / her anymore ? find your adventure here ztop",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00626,2026-05-24T19:56:16.115682,Telegram,i just received $9000 into my wallet so excited i took a risk that paid thanks charles for the investment 📩📩📩📩📩📩📩📩📩,ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Social Proof Manipulation.,False
PG-20260524-00627,2026-05-24T19:56:16.116685,Telegram,"stockmarket smail - cap profiie bishop , vcsc - get in now - will explode in next 2 weeks - this stock is red hot and is our # 1 pick for first quarter of 2005 breaking news : ( vcsc ) vocalscape announces license agreement and partnership with netfone services inc . get in "" vcsc "" now ! huge news ",ponzi_related,2,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 2. Categories: Urgency / Scarcity.,False
PG-20260524-00628,2026-05-24T19:56:16.118693,Telegram,"*** PLEASE READ THIS EMAIL TO THE END ***
Â 
Try it. Just for fun. It will cost you 25$ to earn at least thousands of dollars !!! This thing 
is legal because you are buying and selling something of value: marketing reports.
Â 
There is MY true story.
Â 
I received by email the instructions include ",ponzi_related,10,HIGH,3,2,"Triggered 3 rule(s) including 2 Ponzi-specific pattern(s). Risk score: 10. Categories: Pyramid / Network Structure, Passive Income Claims, Social Proof Manipulation.",True
PG-20260524-00629,2026-05-24T19:56:16.118774,Telegram,free adminship🔥🔥🔥 group @freefirechatgroup 🔥🔥 task just add 30 members🔥🔥🔥🔥 for more @yourprofitmaker,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00630,2026-05-24T19:56:16.118869,Telegram,this is the only place we all invest our hard earned money with peace of mind ive never had a reason to doubt the eminence of this  ever since i saw how legit they are from the first day i joined congratulation dear you can contact her in this link 🔽🔽🔽🔽 marialisa6 marialisa6,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00631,2026-05-24T19:56:16.118961,Telegram,"⚡ URGENT ⚡ Slot tutup MALAM INI! Bayar Rp 500rb entry fee, terima Rp 2 juta dalam 7 hari. Pyramid structure, payout dijamin saat downline penuh. Admin verified ✅",ponzi_related,6,MEDIUM,2,1,"Triggered 2 rule(s) including 1 Ponzi-specific pattern(s). Risk score: 6. Categories: Pyramid / Network Structure, Social Proof Manipulation.",True
PG-20260524-00632,2026-05-24T19:56:16.119067,Telegram,𝙏𝙤𝙙𝙖𝙮’𝙨 𝙈𝙖𝙨𝙨𝙞𝙫𝙚 𝙥𝙖𝙮𝙤𝙪𝙩 𝙩𝙤 𝙞𝙣𝙫𝙚𝙨𝙩𝙤𝙧𝙨! 𝘾𝙤𝙣𝙜𝙧𝙖𝙩𝙪𝙡𝙖𝙩𝙞𝙤𝙣𝙨 𝙏𝙤 𝙖𝙡𝙡 𝙊𝙪𝙧 𝙚𝙨𝙩𝙚𝙚𝙢𝙚𝙙 𝙄𝙣𝙫𝙚𝙨𝙩𝙤𝙧𝙨 𝙬𝙝𝙤 𝙧𝙚𝙘𝙚𝙞𝙫𝙚𝙙 𝙩𝙝𝙚𝙞𝙧 𝙥𝙧𝙤𝙛𝙞𝙩𝙨 💥💰💳 𝙏𝙝𝙞𝙨 𝙞𝙨 iq options trading investment 📊𝙒𝙚 𝙖𝙧𝙚 𝙣𝙤𝙩 𝙟𝙪𝙨𝙩 𝙩𝙝𝙚 𝙗𝙚𝙨𝙩 𝙬𝙚 𝙠𝙚𝙚𝙥 𝙤𝙪𝙧 𝙬𝙤𝙧𝙙! 🔥🔥 𝙠𝙚𝙚𝙥 𝙞𝙣𝙫𝙚𝙨𝙩𝙞𝙣𝙜 𝙩𝙤 𝙠𝙚𝙚𝙥 𝙚𝙖𝙧𝙣𝙞𝙣𝙜 🔥✅ 𝘿𝙤𝙣’𝙩 𝙬𝙖𝙩𝙘𝙝 𝙤𝙩𝙝𝙚𝙧𝙨 𝙎𝙚𝙩 𝙪𝙥 𝙮𝙤𝙪𝙧 𝙞𝙣𝙫𝙚𝙨𝙩𝙢𝙚𝙣𝙩 𝙣𝙤𝙬 𝙏𝙤 𝙜𝙚𝙩 𝙎𝙩𝙖𝙧𝙩𝙚𝙙 𝘾𝙤𝙣𝙩𝙖𝙘,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00633,2026-05-24T19:56:16.119161,Telegram,"Crypto staking magic! Deposit 1000 USDT, daily 8% earn otomatis. Compounding interest forever. Withdraw kapan saja. 20% referral commission untuk Anda.",ponzi_related,6,MEDIUM,2,1,"Triggered 2 rule(s) including 1 Ponzi-specific pattern(s). Risk score: 6. Categories: Recruitment Incentives, Withdrawal / Deposit Language.",True
PG-20260524-00634,2026-05-24T19:56:16.119357,Telegram,"re : account # 2160 d hello , we sent you an email a while ago , because you now qualify for a new mortgage . you could get $ 300 , 000 for as little as $ 650 a month ! bad credit is no problem , you can pull cash out or refinance . please click on this link for free consultation by a mortgage broke",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00635,2026-05-24T19:56:16.119514,Telegram,hidden gems help get a leg up on the market homeland security investments the terror attacks on the united states on september 11 2001 have changed the security landscape for the foreseeable future both physica and ogical security have become paramount for a industry segments especiaily in the banki,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00636,2026-05-24T19:56:16.119839,Telegram,"re : work commander farragut thought , and with reason , that it was better to remain in deep water , and keep clear of continents or islands , which the beast itself seemed to shun ( perhaps because there was not enough water for him ! suggested the greater part of the crew ) looking for not expens",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00637,2026-05-24T19:56:16.119926,Telegram,now get savings wealth creation guaranteed returns with no risk of market fluctuations all in one wealth plan sms pd to 56070 to know more,ponzi_related,5,MEDIUM,1,1,Triggered 1 rule(s) including 1 Ponzi-specific pattern(s). Risk score: 5. Categories: Guaranteed Returns.,True
PG-20260524-00638,2026-05-24T19:56:16.120014,Telegram,✅binary option trade profit safe withdraw ✅prefect signalssessions ✅account management ✅minimum equity 100 ✅payment method🔥 ✅btc ✅coin base ✅skrill ✅ inbox to get more knowledge on how to trade in binary tradercarsonfx👇👇👇,ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00639,2026-05-24T19:56:16.120187,Telegram,we are reliable and convenient rx drugstore along with overnight shipping available we have great prices on all your medical needs . try our site and enjoy ! we offfer precious service for your prescription needs budget prices and overnight delivery of your prescriptions at your fingertips . allow u,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00640,2026-05-24T19:56:16.120727,Telegram,"Socijalisticka partija Srbije, predvodjena grupom starih socijalista na celu sa Milomirem Minicem, konacno se odrekla politike i herojskog drzanja predsednika te stranke Slobodana Milosevica, saopstenjima, da jedan ,,slabo obavesten covek ne moze, pogotovu ne iz zatvorske celije upravljati tako veli",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00641,2026-05-24T19:56:16.121034,Telegram,"Reflexive Entertainment's Ion Hardie gives us a behind-the-scenes
look at the development of this high-fantasy RPG.
http://clickthru.online.com/Click?q=96-pjnWQtdhIRjzDLPjBQ-faEea09RR Knights of the Old Republic Delayed
Anarchy Online booster packs revealed, Stronghold: Crusader demo
released, Cultu",legitimate,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00642,2026-05-24T19:56:16.121189,Telegram,too many credit card bills this fixes that we can help you reduce your monthly payment up to 60 lower your credit card interest rates stop late or over the limit fees combine your bills into one low simple payment provide a structured payment plan bring your account to a current status private handl,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00643,2026-05-24T19:56:16.121386,Telegram,"Dear Sir or MadamIn the past you have requested information on discounted products. We hope that you find this of interest. If you are not a smoker, and find this email offensive, we sincerely apologise!  We will be only too happy to take you off our mailing list.If you are a smoker, however, and ar",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00644,2026-05-24T19:56:16.121504,Telegram,♻️𝑷𝑹𝑶𝑴𝑶 𝑷𝑳𝑨𝑵 𝑻𝑬𝑹𝑩𝑨𝑹𝑼♻️ 💸𝑰𝑵𝑽𝑬𝑺𝑻𝑨𝑺𝑰 𝑫𝑰𝑲𝑬𝑼𝑨𝑵𝑮𝑨𝑵💸 🥳𝑲𝑶𝑵𝑻𝑹𝑨𝑲 5 𝑱𝑨𝑴 𝑷𝑹𝑶𝑭𝑰𝑻 𝑳𝑨𝑵𝑮𝑺𝑼𝑵𝑮 𝑪𝑨𝑰𝑹🥳 💸𝑻𝑰𝑻𝑰𝑷 𝑴𝑶𝑫𝑨𝑳 𝑫𝑰 𝑲𝑬𝑼𝑨𝑵𝑮𝑨𝑵💸 𝑷𝑳𝑨𝑵 𝑺𝑰𝑳𝑽𝑬𝑹 💸 𝑹𝑷 5000000 𝑲𝑶𝑵𝑻𝑹𝑨𝑲 5 𝑱𝑨𝑴 📊𝑷𝑹𝑶𝑭𝑰𝑻 60 3000000 𝑻𝑨𝑴𝑩𝑨𝑯 𝑴𝑶𝑫𝑨𝑳 𝑹𝑷 5000000 8000000 𝑷𝑳𝑨𝑵 𝑮𝑶𝑳𝑫 💸 𝑹𝑷 10000000 𝑲𝑶𝑵𝑻𝑹𝑨𝑲 8 𝑱𝑨𝑴 📊𝑷𝑹𝑶𝑭𝑰𝑻 70 7000000 𝑻𝑨𝑴𝑩𝑨𝑯 𝑴𝑶𝑫𝑨𝑳 10000000 17000000 𝑷𝑳𝑨𝑵 𝑷𝑳𝑨𝑻𝑰𝑵𝑼𝑴,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00645,2026-05-24T19:56:16.121588,Telegram,"Stop watching others dey get rich! Our crypto mining bot dey earn ₦12k daily on autopilot. ₦70k deposit, 30-day contract. Withdraw via Kuda/Opay/Palmpay anytime.",ponzi_related,3,LOW,2,0,"Triggered 2 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 3. Categories: Unregulated Crypto / Forex, Withdrawal / Deposit Language.",False
PG-20260524-00646,2026-05-24T19:56:16.121752,Telegram,fortunes are literally being made in this great new marketplace over 1635465 billion in merchandise was sold on ebay in 1635465 by people just like you right from their homes now you too can learn the secrets of successful selling on ebay and make a staggering income from the comfort of your own hom,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00647,2026-05-24T19:56:16.121831,Telegram,i received my payouts without delay of payment and any attachment fee now i am making more money through cryptocurrency contact the company if interested 👇👇👇👇👇,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00648,2026-05-24T19:56:16.121966,Telegram,"did you get your information yet ? a vacation just for you ! to the most exotic place on earth . . . . . . florida ! special online promotional vacation package is brought to you for a limited time only , so don ' t wait ! vist our website now for more information on price and package info . ( sorry",ponzi_related,2,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 2. Categories: Urgency / Scarcity.,False
PG-20260524-00649,2026-05-24T19:56:16.122068,Telegram,this is wonderful beyond expectations i still cant believe what happened to me im so happy today because of mr charles bruce he is such a wonderful trader youre indeed god sent thanks so much for sending my profit sir i appreciate still cant believe my eyes i know many of you might have lost to scam,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00650,2026-05-24T19:56:16.122392,Telegram,"you can gain from lowest interest rates in 30 years certain chances only come around every few decades or so . this is one . why you ask ? because home loan rates are headed up . have you locked in the lowest rate , in almost thirty years , for your present home loan ? rates haven ' t been this low ",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00651,2026-05-24T19:56:16.122510,Telegram,does financial freedom interest you easy 30 50 return learn how you can receive a monthly check for 3 4 or 5 a month until your initial investment is paid off then a monthly check for over 4 a month for years to come we know it sounds impossible but it s happening today for complete information on t,ponzi_related,4,LOW,1,1,Triggered 1 rule(s) including 1 Ponzi-specific pattern(s). Risk score: 4. Categories: Passive Income Claims.,False
PG-20260524-00652,2026-05-24T19:56:16.122610,Telegram,market internet access - no investment needed market internet access no investment needed premium internet access for only $ 14 . 95 per month or less ! earn $ 1 per subscriber per month go to : http : / / new . isp . 50 megs . com / 3442 bvlb 9 - 565 fafxo 200 lbck 9 - 698 onqh 7 l 33,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00653,2026-05-24T19:56:16.123335,Telegram,"if you are paying more than 3 . 6 % on your mortgage , we can slash your payment ! ( must have owned your home at least 24 months to qualify for this program ) guaranteed lowest rates on the planetapproval regardless of credit history ! start saving todayshow me the lowest rates to stop receiving of",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
